Date:	Mon, Nov 18, 2013			
204.5	-1.4745	0.0012	0.0027	
204.5	-1.4745	0.0012	0.0027	
205.0	-1.4748	0.0012	0.0027	
205.0	-1.4748	0.0012	0.0027	
205.0	-1.4748	0.0012	0.0027	
205.5	-1.4749	0.0012	0.0027	
205.5	-1.4749	0.0012	0.0027	
206.1	-1.4747	0.0012	0.0027	
206.1	-1.4747	0.0012	0.0027	
206.1	-1.4747	0.0012	0.0027	
206.5	-1.4747	0.0011	0.0027	
206.5	-1.4747	0.0011	0.0027	
207.0	-1.4747	0.0011	0.0027	
207.0	-1.4747	0.0011	0.0027	
207.5	-1.4748	0.0011	0.0027	
207.5	-1.4748	0.0011	0.0027	
207.5	-1.4748	0.0011	0.0027	
208.0	-1.4749	0.0011	0.0027	
208.0	-1.4749	0.0011	0.0027	
208.5	-1.4750	0.0011	0.0027	
208.5	-1.4750	0.0011	0.0027	
209.0	-1.4751	0.0010	0.0027	
209.0	-1.4751	0.0010	0.0027	
209.0	-1.4751	0.0010	0.0027	
209.5	-1.4748	0.0010	0.0027	
209.5	-1.4748	0.0010	0.0027	
210.0	-1.4750	0.0010	0.0027	
210.0	-1.4750	0.0010	0.0027	
210.0	-1.4750	0.0010	0.0027	
210.5	-1.4751	0.0009	0.0027	
210.5	-1.4751	0.0009	0.0027	
211.0	-1.4749	0.0009	0.0027	
211.0	-1.4749	0.0009	0.0027	
211.0	-1.4749	0.0009	0.0027	
211.5	-1.4752	0.0008	0.0027	
211.5	-1.4752	0.0008	0.0027	
212.0	-1.4755	0.0007	0.0027	
212.0	-1.4755	0.0007	0.0027	
212.5	-1.4753	0.0006	0.0027	
212.5	-1.4753	0.0006	0.0027	
212.5	-1.4753	0.0006	0.0027	
213.0	-1.4752	0.0006	0.0027	
213.0	-1.4752	0.0006	0.0027	
213.5	-1.4751	0.0005	0.0027	
213.5	-1.4751	0.0005	0.0027	
213.5	-1.4751	0.0005	0.0027	
214.0	-1.4754	0.0004	0.0026	
214.0	-1.4754	0.0004	0.0026	
214.5	-1.4754	0.0003	0.0025	
214.5	-1.4754	0.0003	0.0025	
214.5	-1.4754	0.0003	0.0025	
215.0	-1.4755	0.0002	0.0023	
215.0	-1.4755	0.0002	0.0023	
215.5	-1.4756	0.0001	0.0021	
215.5	-1.4756	0.0001	0.0021	
216.0	-1.4761	0.0000	0.0021	
216.0	-1.4761	0.0000	0.0021	
216.0	-1.4761	0.0000	0.0021	
216.5	-1.4763	-0.0001	0.0021	
216.5	-1.4763	-0.0001	0.0021	
217.0	-1.4763	-0.0002	0.0021	
217.0	-1.4763	-0.0002	0.0021	
217.5	-1.4765	-0.0003	0.0022	
217.5	-1.4765	-0.0003	0.0022	
217.5	-1.4765	-0.0003	0.0022	
218.0	-1.4763	-0.0004	0.0022	
218.0	-1.4763	-0.0004	0.0022	
218.5	-1.4759	-0.0004	0.0022	
218.5	-1.4759	-0.0004	0.0022	
218.5	-1.4759	-0.0004	0.0022	
219.0	-1.4757	-0.0005	0.0022	
219.0	-1.4757	-0.0005	0.0022	
219.5	-1.4759	-0.0005	0.0022	
219.5	-1.4759	-0.0005	0.0022	
220.0	-1.4764	-0.0006	0.0022	
220.0	-1.4764	-0.0006	0.0022	
220.0	-1.4764	-0.0006	0.0022	
220.5	-1.4764	-0.0006	0.0022	
220.5	-1.4764	-0.0006	0.0022	
221.0	-1.4764	-0.0007	0.0022	
221.0	-1.4764	-0.0007	0.0022	
221.0	-1.4764	-0.0007	0.0022	
221.5	-1.4766	-0.0007	0.0024	
221.5	-1.4766	-0.0007	0.0024	
222.0	-1.4768	-0.0008	0.0026	
222.0	-1.4768	-0.0008	0.0026	
222.5	-1.4766	-0.0009	0.0026	
222.5	-1.4766	-0.0009	0.0026	
222.5	-1.4766	-0.0009	0.0026	
324.0	-1.4776	-0.0010	0.0033	
324.0	-1.4776	-0.0010	0.0033	
324.0	-1.4776	-0.0010	0.0033	
324.5	-1.4782	-0.0009	0.0032	
324.5	-1.4782	-0.0009	0.0032	
324.5	-1.4782	-0.0009	0.0032	
325.0	-1.4782	-0.0009	0.0032	
325.0	-1.4782	-0.0009	0.0032	
325.5	-1.4780	-0.0008	0.0032	
325.5	-1.4780	-0.0008	0.0032	
325.5	-1.4780	-0.0008	0.0032	
326.0	-1.4777	-0.0007	0.0032	
326.0	-1.4777	-0.0007	0.0032	
326.0	-1.4777	-0.0007	0.0032	
326.5	-1.4781	-0.0006	0.0032	
326.5	-1.4781	-0.0006	0.0032	
326.5	-1.4781	-0.0006	0.0032	
327.0	-1.4785	-0.0005	0.0032	
327.0	-1.4785	-0.0005	0.0032	
327.5	-1.4787	-0.0005	0.0032	
327.5	-1.4787	-0.0005	0.0032	
327.5	-1.4787	-0.0005	0.0032	
328.0	-1.4787	-0.0004	0.0032	
328.0	-1.4787	-0.0004	0.0032	
328.0	-1.4787	-0.0004	0.0032	
328.5	-1.4791	-0.0004	0.0032	
328.5	-1.4791	-0.0004	0.0032	
329.0	-1.4794	-0.0004	0.0032	
329.0	-1.4794	-0.0004	0.0032	
329.0	-1.4794	-0.0004	0.0032	
329.5	-1.4795	-0.0004	0.0032	
329.5	-1.4795	-0.0004	0.0032	
329.5	-1.4795	-0.0004	0.0032	
330.0	-1.4794	-0.0005	0.0032	
330.0	-1.4794	-0.0005	0.0032	
330.5	-1.4793	-0.0005	0.0032	
330.5	-1.4793	-0.0005	0.0032	
330.5	-1.4793	-0.0005	0.0032	
331.0	-1.4789	-0.0006	0.0032	
331.0	-1.4789	-0.0006	0.0032	
331.0	-1.4789	-0.0006	0.0032	
331.5	-1.4783	-0.0006	0.0032	
331.5	-1.4783	-0.0006	0.0032	
332.0	-1.4781	-0.0005	0.0032	
332.0	-1.4781	-0.0005	0.0032	
332.0	-1.4781	-0.0005	0.0032	
332.5	-1.4777	-0.0005	0.0032	
332.5	-1.4777	-0.0005	0.0032	
332.5	-1.4777	-0.0005	0.0032	
333.0	-1.4775	-0.0005	0.0032	
333.0	-1.4775	-0.0005	0.0032	
333.5	-1.4774	-0.0004	0.0032	
333.5	-1.4774	-0.0004	0.0032	
333.5	-1.4774	-0.0004	0.0032	
334.0	-1.4773	-0.0004	0.0032	
334.0	-1.4773	-0.0004	0.0032	
334.5	-1.4772	-0.0004	0.0032	
334.5	-1.4772	-0.0004	0.0032	
334.5	-1.4772	-0.0004	0.0032	
335.0	-1.4767	-0.0003	0.0032	
335.0	-1.4767	-0.0003	0.0032	
335.0	-1.4767	-0.0003	0.0032	
335.5	-1.4768	-0.0002	0.0032	
335.5	-1.4768	-0.0002	0.0032	
336.0	-1.4768	-0.0001	0.0032	
336.0	-1.4768	-0.0001	0.0032	
336.0	-1.4768	-0.0001	0.0032	
336.5	-1.4769	-0.0000	0.0032	
336.5	-1.4769	-0.0000	0.0032	
337.0	-1.4771	0.0000	0.0032	
337.0	-1.4771	0.0000	0.0032	
337.0	-1.4771	0.0000	0.0032	
337.5	-1.4770	0.0001	0.0032	
337.5	-1.4770	0.0001	0.0032	
338.0	-1.4771	0.0002	0.0032	
338.0	-1.4771	0.0002	0.0032	
338.0	-1.4771	0.0002	0.0032	
338.5	-1.4773	0.0003	0.0032	
338.5	-1.4773	0.0003	0.0032	
339.0	-1.4774	0.0004	0.0032	
339.0	-1.4774	0.0004	0.0032	
339.0	-1.4774	0.0004	0.0032	
339.5	-1.4775	0.0005	0.0032	
339.5	-1.4775	0.0005	0.0032	
340.0	-1.4778	0.0005	0.0032	
340.0	-1.4778	0.0005	0.0032	
340.0	-1.4778	0.0005	0.0032	
340.5	-1.4783	0.0006	0.0032	
340.5	-1.4783	0.0006	0.0032	
340.5	-1.4783	0.0006	0.0032	
341.0	-1.4783	0.0007	0.0032	
341.0	-1.4783	0.0007	0.0032	
341.5	-1.4785	0.0007	0.0032	
341.5	-1.4785	0.0007	0.0032	
342.0	-1.4787	0.0007	0.0032	
342.0	-1.4787	0.0007	0.0032	
342.0	-1.4787	0.0007	0.0032	
342.6	-1.4788	0.0008	0.0032	
397.5	-1.4795	-0.0003	0.0031	
398.0	-1.4797	-0.0003	0.0031	
398.0	-1.4797	-0.0003	0.0031	
398.0	-1.4797	-0.0003	0.0031	
398.5	-1.4799	-0.0003	0.0031	
398.5	-1.4799	-0.0003	0.0031	
398.5	-1.4799	-0.0003	0.0031	
399.1	-1.4802	-0.0003	0.0033	
399.1	-1.4802	-0.0003	0.0033	
399.1	-1.4802	-0.0003	0.0033	
399.5	-1.4801	-0.0004	0.0033	
399.5	-1.4801	-0.0004	0.0033	
399.5	-1.4801	-0.0004	0.0033	
400.0	-1.4799	-0.0004	0.0033	
400.0	-1.4799	-0.0004	0.0033	
400.0	-1.4799	-0.0004	0.0033	
400.5	-1.4797	-0.0004	0.0033	
400.5	-1.4797	-0.0004	0.0033	
400.5	-1.4797	-0.0004	0.0033	
401.0	-1.4800	-0.0005	0.0033	
401.0	-1.4800	-0.0005	0.0033	
401.0	-1.4800	-0.0005	0.0033	
867.0	-1.4810	-0.0002	0.0024	
867.5	-1.4808	-0.0001	0.0024	
867.5	-1.4808	-0.0001	0.0024	
867.5	-1.4808	-0.0001	0.0024	
868.0	-1.4808	-0.0001	0.0024	
868.0	-1.4808	-0.0001	0.0024	
868.0	-1.4808	-0.0001	0.0024	
868.5	-1.4807	-0.0000	0.0024	
868.5	-1.4807	-0.0000	0.0024	
869.0	-1.4807	0.0000	0.0024	
869.0	-1.4807	0.0000	0.0024	
869.0	-1.4807	0.0000	0.0024	
869.5	-1.4806	0.0000	0.0024	
869.5	-1.4806	0.0000	0.0024	
869.5	-1.4806	0.0000	0.0024	
869.5	-1.4806	0.0000	0.0024	
870.0	-1.4806	0.0001	0.0024	
870.0	-1.4806	0.0001	0.0024	
870.5	-1.4806	0.0001	0.0024	
870.5	-1.4806	0.0001	0.0024	
870.5	-1.4806	0.0001	0.0024	
871.0	-1.4805	0.0001	0.0024	
871.0	-1.4805	0.0001	0.0024	
871.0	-1.4805	0.0001	0.0024	
871.5	-1.4807	0.0001	0.0024	
871.5	-1.4807	0.0001	0.0024	
871.5	-1.4807	0.0001	0.0024	
872.0	-1.4806	0.0001	0.0024	
872.0	-1.4806	0.0001	0.0024	
872.0	-1.4806	0.0001	0.0024	
872.5	-1.4805	0.0001	0.0024	
872.5	-1.4805	0.0001	0.0024	
872.5	-1.4805	0.0001	0.0024	
873.0	-1.4805	0.0001	0.0024	
873.0	-1.4805	0.0001	0.0024	
873.0	-1.4805	0.0001	0.0024	
874.5	-1.4802	0.0003	0.0024	
874.5	-1.4802	0.0003	0.0024	
874.5	-1.4802	0.0003	0.0024	
875.0	-1.4805	0.0003	0.0024	
875.0	-1.4805	0.0003	0.0024	
